,ID,Name,Subsystem,Reaction,Readable reaction,Lower bound,Upper bound,Reversibility,Boundary,Genes,EC,KEGG,BiGG,VMH
79,MAR07674,UDP-alpha-D-galactose:D-glucose 4-beta-D-galactosyltransferase,Galactose metabolism,MAM01965g + MAM03107g --> MAM02039g + MAM02332g + MAM03106g,glucose [g] + UDP-galactose [g] --> H+ [g] + lactose [g] + UDP [g],0.0,1000.0,False,False,ENSG00000086062 or ENSG00000117411 or ENSG00000167531,2.4.1.22,R00503,UGALGTg,UGALGTg
80,MAR08761,ATP:D-tagatose 6-phosphotransferase,Galactose metabolism,MAM01371c + MAM01745c --> MAM01285c + MAM01746c + MAM02039c,ATP [c] + D-tagatose [c] --> ADP [c] + D-tagatose-6-phosphate [c] + H+ [c],0.0,1000.0,False,False,ENSG00000138030,2.7.1.3,R02927,KHK3,HMR_8761
81,MAR08762,,Galactose metabolism,MAM01746c <=> MAM01690c + MAM01981c,D-tagatose-6-phosphate [c] <=> DHAP [c] + glyceraldehyde [c],-1000.0,1000.0,True,False,ENSG00000109107 or ENSG00000136872 or ENSG00000149925,4.1.2.13,,FBP26,HMR_8762
82,MAR08764,,Galactose metabolism,MAM02040l + MAM02332l --> MAM01910l + MAM01965l,H2O [l] + lactose [l] --> galactose [l] + glucose [l],0.0,1000.0,False,False,ENSG00000115850,3.2.1.108,R06114,LACZly,LACZly
83,MAR08766,galactitol:NADP+ 1-oxidoreductase,Galactose metabolism,MAM01910c + MAM02039c + MAM02555c <=> MAM01909c + MAM02554c,galactose [c] + H+ [c] + NADPH [c] <=> galactitol [c] + NADP+ [c],-1000.0,1000.0,True,False,ENSG00000085662 or ENSG00000198074,1.1.1.21,R01095,GALSIDEtl,GALOR
84,MAR08767,UTP:alpha-D-galactose-1-phosphate uridylyltransferase,Galactose metabolism,MAM01322c + MAM02039c + MAM03130c --> MAM02759c + MAM03107c,alpha-D-galactose-1-phosphate [c] + H+ [c] + UTP [c] --> PPi [c] + UDP-galactose [c],0.0,1000.0,False,False,ENSG00000213930,2.7.7.12,R00502,GALt2_2,GALT
85,MAR00454,ATP:D-glyceraldehyde 3-phosphotransferase,Fructose and mannose metabolism,MAM01371c + MAM01981c --> MAM01285c + MAM01939c + MAM02039c,ATP [c] + glyceraldehyde [c] --> ADP [c] + D-glyceraldehyde 3-phosphate [c] + H+ [c],0.0,1000.0,False,False,,2.7.1.28,R01059,TRIOK,TRIOK
86,MAR04297,,Fructose and mannose metabolism,MAM01371c + MAM01845c --> MAM01285c + MAM01843c + MAM02039c,"ATP [c] + fructose-6-phosphate [c] --> ADP [c] + fructose-2,6-bisphosphate [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525,2.7.1.105,R00757,PFK26,PFK26
87,MAR04310,ATP:D-fructose 1-phosphotransferase,Fructose and mannose metabolism,MAM01371c + MAM01840c --> MAM01285c + MAM01842c + MAM02039c,ATP [c] + fructose [c] --> ADP [c] + fructose-1-phosphate [c] + H+ [c],0.0,1000.0,False,False,ENSG00000138030,2.7.1.3,R00866,KHK,KHK
88,MAR04315,D-Glucitol:NAD+ 2-oxidoreductase,Fructose and mannose metabolism,MAM01682c + MAM02552c <=> MAM01840c + MAM02039c + MAM02553c,D-glucitol [c] + NAD+ [c] <=> fructose [c] + H+ [c] + NADH [c],-1000.0,1000.0,True,False,ENSG00000140263,1.1.1.14,R00875,,SBTD_D2
89,MAR04316,D-Glucitol:NADP+ 1-oxidoreductase,Fructose and mannose metabolism,MAM01682c + MAM02554c <=> MAM01965c + MAM02039c + MAM02555c,D-glucitol [c] + NADP+ [c] <=> glucose [c] + H+ [c] + NADPH [c],-1000.0,1000.0,True,False,ENSG00000085662 or ENSG00000198074,1.1.1.21,R01787,,SBTR
90,MAR04317,,Fructose and mannose metabolism,MAM01371c + MAM01682c --> MAM01285c + MAM02039c + MAM02917c,ATP [c] + D-glucitol [c] --> ADP [c] + H+ [c] + sorbitol-3-phosphate [c],0.0,1000.0,False,False,ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456,2.7.1.-,,,RE2782C
91,MAR04318,,Fructose and mannose metabolism,MAM01371c + MAM01840c --> MAM01285c + MAM01844c + MAM02039c,ATP [c] + fructose [c] --> ADP [c] + fructose-3-phosphate [c] + H+ [c],0.0,1000.0,False,False,ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456,2.7.1.-,,,HMR_4318
92,MAR04319,ATP:D-fructose 6-phosphotransferase,Fructose and mannose metabolism,MAM01371c + MAM01840c --> MAM01285c + MAM01845c + MAM02039c,ATP [c] + fructose [c] --> ADP [c] + fructose-6-phosphate [c] + H+ [c],0.0,1000.0,False,False,ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,2.7.1.1,R00760,HEX7,HEX7
93,MAR04320,,Fructose and mannose metabolism,MAM01371c + MAM02454c --> MAM01285c + MAM01717c + MAM02039c,"ATP [c] + mannose-1-phosphate [c] --> ADP [c] + D-mannose-1,6-bisphosphate [c] + H+ [c]",0.0,1000.0,False,False,ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456,2.7.1.-,,,RE1508C
94,MAR04356,D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,Fructose and mannose metabolism,MAM01690c + MAM01981c <=> MAM01842c,DHAP [c] + glyceraldehyde [c] <=> fructose-1-phosphate [c],-1000.0,1000.0,True,False,ENSG00000109107 or ENSG00000136872 or ENSG00000149925,4.1.2.13,R02568,FBA2,FBA2
95,MAR04383,D-mannose-6-phosphate aldose-ketose-isomerase,Fructose and mannose metabolism,MAM01845c <=> MAM02455c,fructose-6-phosphate [c] <=> mannose-6-phosphate [c],-1000.0,1000.0,True,False,ENSG00000178802,5.3.1.8,R00772,MAN6PI,MAN6PI
96,MAR04385,"D-mannose 6-phosphate 1,6-phosphomutase",Fructose and mannose metabolism,MAM02455c --> MAM02454c,mannose-6-phosphate [c] --> mannose-1-phosphate [c],0.0,1000.0,False,False,ENSG00000100413 or ENSG00000100417 or ENSG00000140650,5.4.2.8,R01818,PMANM,PMANM
97,MAR04386,GDP:D-mannose-1-phosphate guanylyltransferase,Fructose and mannose metabolism,MAM01948c + MAM02039c + MAM02454c --> MAM01951c + MAM02751c,GDP [c] + H+ [c] + mannose-1-phosphate [c] --> GDP-mannose [c] + Pi [c],0.0,1000.0,False,False,ENSG00000164068 or ENSG00000173540,"2.7.7.22, 2.7.7.13",R00883,MAN1PT2,MAN1PT2
98,MAR04387,GTP:alpha-D-mannose-1-phosphate guanylyltransferase,Fructose and mannose metabolism,MAM02034c + MAM02039c + MAM02454c --> MAM01951c + MAM02759c,GTP [c] + H+ [c] + mannose-1-phosphate [c] --> GDP-mannose [c] + PPi [c],0.0,1000.0,False,False,ENSG00000173540,2.7.7.13,R00885,,r0208
99,MAR04399,"GDP-alpha-D-mannose 4,6-hydro-lyase (GDP-4-dehydro-alpha-D-rhamnose-forming)",Fructose and mannose metabolism,MAM01951c --> MAM01949c + MAM02040c,GDP-mannose [c] --> GDP-4-dehydro-6-deoxy-D-mannose [c] + H2O [c],0.0,1000.0,False,False,ENSG00000112699,4.2.1.47,R00888,GMAND,GMAND
100,MAR04400,"GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)",Fructose and mannose metabolism,MAM01949c + MAM02039c + MAM02553c --> MAM01950c + MAM02552c,GDP-4-dehydro-6-deoxy-D-mannose [c] + H+ [c] + NADH [c] --> GDP-L-fucose [c] + NAD+ [c],0.0,1000.0,False,False,ENSG00000104522,1.1.1.271,R05692,,r0782
101,MAR04401,GTP:beta-L-fucose-1-phosphate guanylyltransferase,Fructose and mannose metabolism,MAM02034c + MAM02039c + MAM02372c --> MAM01950c + MAM02759c,GTP [c] + H+ [c] + L-fucose-1-phosphate [c] --> GDP-L-fucose [c] + PPi [c],0.0,1000.0,False,False,ENSG00000116783 or ENSG00000254685,2.7.7.30,R01951,F1PGT,F1PGT
102,MAR04402,ATP:6-deoxy-L-galactose 1-phosphotransferase,Fructose and mannose metabolism,MAM01159c + MAM01371c <=> MAM01285c + MAM02039c + MAM02372c,6-deoxy-L-galactose [c] + ATP [c] <=> ADP [c] + H+ [c] + L-fucose-1-phosphate [c],-1000.0,1000.0,True,False,ENSG00000157353,2.7.1.52,R03161,FK,FK
103,MAR04403,L-fucose aldose-ketose-isomerase,Fructose and mannose metabolism,MAM01159c --> MAM02373c,6-deoxy-L-galactose [c] --> L-fuculose [c],0.0,1000.0,False,False,,5.3.1.25,R03163,,r0598
104,MAR04490,ATP:D-mannose 6-phosphotransferase,Fructose and mannose metabolism,MAM01371c + MAM02453c --> MAM01285c + MAM02039c + MAM02455c,ATP [c] + mannose [c] --> ADP [c] + H+ [c] + mannose-6-phosphate [c],0.0,1000.0,False,False,ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,2.7.1.1,R01326,HEX4,HEX4
105,MAR04706,"beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase",Fructose and mannose metabolism,MAM01843c + MAM02040c --> MAM01845c + MAM02751c,"fructose-2,6-bisphosphate [c] + H2O [c] --> fructose-6-phosphate [c] + Pi [c]",0.0,1000.0,False,False,ENSG00000078237 or ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525,"3.1.3.46, 3.1.3.11",R00763,FBP26,FBP26
106,MAR08768,"GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)",Fructose and mannose metabolism,MAM01949c + MAM02039c + MAM02555c --> MAM01950c + MAM02554c,GDP-4-dehydro-6-deoxy-D-mannose [c] + H+ [c] + NADPH [c] --> GDP-L-fucose [c] + NADP+ [c],0.0,1000.0,False,False,ENSG00000104522,1.1.1.271,R05692,GFUCS,GFUCS
107,MAR04590,Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming),Pentose and glucuronate interconversions,MAM02039c + MAM02425c + MAM02555c --> MAM02554c + MAM03155c,H+ [c] + L-xylulose [c] + NADPH [c] --> NADP+ [c] + xylitol [c],0.0,1000.0,False,False,ENSG00000169738,1.1.1.10,R01904,XYLUR,XYLUR
108,MAR04591,xylitol:NAD oxidoreductase,Pentose and glucuronate interconversions,MAM02552c + MAM03155c --> MAM02039c + MAM02425c + MAM02553c,NAD+ [c] + xylitol [c] --> H+ [c] + L-xylulose [c] + NADH [c],0.0,1000.0,False,False,ENSG00000115425 or ENSG00000116353,1.1.1.15,R05831,,"XYLTD_Dr, r0784"
109,MAR04592,xylitol:NADP+ oxidoreductase,Pentose and glucuronate interconversions,MAM01758c + MAM02039c + MAM02555c <=> MAM02554c + MAM03155c,D-xylose [c] + H+ [c] + NADPH [c] <=> NADP+ [c] + xylitol [c],-1000.0,1000.0,True,False,ENSG00000085662 or ENSG00000198074,1.1.1.21,R01431,,HMR_4592
110,MAR04593,xylitol:NAD+ 2-oxidoreductase (D-xylulose-forming),Pentose and glucuronate interconversions,MAM02552c + MAM03155c --> MAM01759c + MAM02039c + MAM02553c,NAD+ [c] + xylitol [c] --> D-xylulose [c] + H+ [c] + NADH [c],0.0,1000.0,False,False,ENSG00000140263,1.1.1.9,R01896,,"XYLTD_Dr, r0784"
111,MAR04594,D-xylose:NADP+ 1-oxidoreductase,Pentose and glucuronate interconversions,MAM01758c + MAM02554c --> MAM01757c + MAM02039c + MAM02555c,D-xylose [c] + NADP+ [c] --> D-xylonolactone [c] + H+ [c] + NADPH [c],0.0,1000.0,False,False,ENSG00000104808,1.1.1.179,R01430,,HMR_4594
112,MAR04595,ATP:D-xylulose 5-phosphotransferase,Pentose and glucuronate interconversions,MAM01285c + MAM01761c + MAM02039c <=> MAM01371c + MAM01759c,ADP [c] + D-xylulose-5-phosphate [c] + H+ [c] <=> ATP [c] + D-xylulose [c],-1000.0,1000.0,True,False,ENSG00000093217,2.7.1.17,R01639,,XYLK
113,MAR08341,L-Arabitol:NADP+ 1-oxidoreductase,Pentose and glucuronate interconversions,MAM02039c + MAM02337c + MAM02555c --> MAM02338c + MAM02554c,H+ [c] + L-arabinose [c] + NADPH [c] --> L-arabitol [c] + NADP+ [c],0.0,1000.0,False,False,ENSG00000053371 or ENSG00000085662 or ENSG00000117448,"1.1.1.21, 1.1.1.2",R01759,ARABR,ARABR
114,MAR08342,L-arabinitol:NAD+ 4-oxidoreductase (L-xylulose-forming),Pentose and glucuronate interconversions,MAM02039c + MAM02425c + MAM02553c <=> MAM02338c + MAM02552c,H+ [c] + L-xylulose [c] + NADH [c] <=> L-arabitol [c] + NAD+ [c],-1000.0,1000.0,True,False,,,R01903,ABTD,ABTD
115,MAR08344,L-gulonate:NADP+ 6-oxidoreductase,Pentose and glucuronate interconversions,MAM01973r + MAM02039r + MAM02555r <=> MAM02378r + MAM02554r,glucuronate [r] + H+ [r] + NADPH [r] <=> L-gulonate [r] + NADP+ [r],-1000.0,1000.0,True,False,ENSG00000117448,,R01481,GULNDer,GULNDer
116,MAR08352,L-Gulonate:NAD+ 3-oxidoreductase,Pentose and glucuronate interconversions,MAM00768c + MAM02039c + MAM02553c <=> MAM02378c + MAM02552c,3-dehydro-L-gulonate [c] + H+ [c] + NADH [c] <=> L-gulonate [c] + NAD+ [c],-1000.0,1000.0,True,False,ENSG00000165475,,R02640,GULN3D,GULN3D
117,MAR08353,3-Dehydro-L-gulonate carboxy-lyase,Pentose and glucuronate interconversions,MAM00768c + MAM02039c <=> MAM01596c + MAM02425c,3-dehydro-L-gulonate [c] + H+ [c] <=> CO2 [c] + L-xylulose [c],-1000.0,1000.0,True,False,,,R01905,DHAPAx,DGULND
118,MAR08726,ATP:D-ribulose 5-phosphotransferase,Pentose and glucuronate interconversions,MAM01371c + MAM01743c --> MAM01285c + MAM02039c + MAM02846c,ATP [c] + D-ribulose [c] --> ADP [c] + H+ [c] + ribulose-5-phosphate [c],0.0,1000.0,False,False,ENSG00000171174,,R01526,RBK_Dr,RBK_D
119,MAR08727,,Pentose and glucuronate interconversions,MAM02040c + MAM03109c --> MAM01684c + 2.0 MAM02039c + MAM03114c,H2O [c] + UDP-glucuronate [c] --> D-glucuronate 1-phosphate [c] + 2.0 H+ [c] + UMP [c],0.0,1000.0,False,False,ENSG00000120697,2.4.1.117,,UDPG1P,UDPG1P
120,MAR08728,,Pentose and glucuronate interconversions,MAM01684c + MAM02040c --> MAM01973c + MAM02751c,D-glucuronate 1-phosphate [c] + H2O [c] --> glucuronate [c] + Pi [c],0.0,1000.0,False,False,,,,GUR1PP,GUR1PP
121,MAR08729,UDP-glucuronate glucuronohydrolase,Pentose and glucuronate interconversions,MAM02040c + MAM03109c --> MAM01973c + MAM02039c + MAM03106c,H2O [c] + UDP-glucuronate [c] --> glucuronate [c] + H+ [c] + UDP [c],0.0,1000.0,False,False,ENSG00000115652,4.1.1.35,R08615,UDPGNP,UDPGNP
122,MAR06537,L-gulonate:NADP+ 6-oxidoreductase,Pentose and glucuronate interconversions,MAM01973c + MAM02039c + MAM02555c <=> MAM02378c + MAM02554c,glucuronate [c] + H+ [c] + NADPH [c] <=> L-gulonate [c] + NADP+ [c],-1000.0,1000.0,True,False,ENSG00000117448,1.1.1.2,R01481,,RE0383C
123,MAR01568,Acetaldehyde:NAD+ oxidoreductase,Pyruvate metabolism,MAM01249c + MAM02040c + MAM02552c --> MAM01252c + 2.0 MAM02039c + MAM02553c,acetaldehyde [c] + H2O [c] + NAD+ [c] --> acetate [c] + 2.0 H+ [c] + NADH [c],0.0,1000.0,False,False,ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254,"1.2.1.4, 1.2.1.5",R00710,ALDD2x,ALDD2x
124,MAR03853,(R)-S-Lactoylglutathione methylglyoxal-lyase (isomerizing),Pyruvate metabolism,MAM02026c + MAM02475c --> MAM00168c,GSH [c] + methylglyoxal [c] --> (R)-S-lactoylglutathione [c],0.0,1000.0,False,False,ENSG00000124767 or ENSG00000167699,4.4.1.5,R02530,LGTHL,LGTHL
125,MAR03854,Lactaldehyde:NAD+ 1-oxidoreductase,Pyruvate metabolism,MAM02039c + MAM02475c + MAM02553c --> MAM02329c + MAM02552c,H+ [c] + methylglyoxal [c] + NADH [c] --> lactaldehyde [c] + NAD+ [c],0.0,1000.0,False,False,ENSG00000085662 or ENSG00000198074,1.1.1.21,R02531,,ALCD22_L
126,MAR03855,"Propane-1,2-diol:NADP+ 1-oxidoreductase",Pyruvate metabolism,MAM02039c + MAM02329c + MAM02555c --> MAM02554c + MAM02771c,"H+ [c] + lactaldehyde [c] + NADPH [c] --> NADP+ [c] + propane-1,2-diol [c]",0.0,1000.0,False,False,ENSG00000085662 or ENSG00000198074,1.1.1.21,R02577,,HMR_3855
127,MAR03857,(R)-S-Lactoylglutathione hydrolase,Pyruvate metabolism,MAM00168c + MAM02040c --> MAM01716c + MAM02026c + MAM02039c,(R)-S-lactoylglutathione [c] + H2O [c] --> D-lactate [c] + GSH [c] + H+ [c],0.0,1000.0,False,False,ENSG00000063854 or ENSG00000103253,3.1.2.6,R01736,GLYOX,GLYOX
128,MAR03859,(R)-Lactate:ferricytochrome-c 2-oxidoreductase,Pyruvate metabolism,MAM01716c + 2.0 MAM01824m --> 2.0 MAM01826m + 2.0 MAM02039c + MAM02819c,D-lactate [c] + 2.0 ferricytochrome C [m] --> 2.0 ferrocytochrome C [m] + 2.0 H+ [c] + pyruvate [c],0.0,1000.0,False,False,ENSG00000166816 or ENSG00000182224,1.1.2.4,R00197,D_LACDcm,HMR_3859
129,MAR04087,(S)-malate:NAD+ oxidoreductase (decarboxylating),Pyruvate metabolism,MAM02439m + MAM02552m --> MAM01596m + MAM02553m + MAM02819m,malate [m] + NAD+ [m] --> CO2 [m] + NADH [m] + pyruvate [m],0.0,1000.0,False,False,ENSG00000082212 or ENSG00000151376,"1.1.1.38, 1.1.1.39",R00214,ME1m,ME1m
130,MAR04089,(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),Pyruvate metabolism,MAM02439c + MAM02554c --> MAM01596c + MAM02555c + MAM02819c,malate [c] + NADP+ [c] --> CO2 [c] + NADPH [c] + pyruvate [c],0.0,1000.0,False,False,ENSG00000013392 or ENSG00000065833,"1.1.1.38, 1.1.1.40",R00216,ME2,ME2
131,MAR04091,(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),Pyruvate metabolism,MAM02439m + MAM02554m --> MAM01596m + MAM02555m + MAM02819m,malate [m] + NADP+ [m] --> CO2 [m] + NADPH [m] + pyruvate [m],0.0,1000.0,False,False,ENSG00000082212 or ENSG00000151376,"1.1.1.38, 1.1.1.40",R00216,ME2m,ME2m
132,MAR04093,Acetyl-CoA hydrolase,Pyruvate metabolism,MAM01261c + MAM02040c --> MAM01252c + MAM01597c + MAM02039c,acetyl-CoA [c] + H2O [c] --> acetate [c] + CoA [c] + H+ [c],0.0,1000.0,False,False,ENSG00000172497,3.1.2.1,R00227,ACOAH,ACOAHi
133,MAR04095,Acetyl-CoA hydrolase,Pyruvate metabolism,MAM01261m + MAM02040m --> MAM01252m + MAM01597m + MAM02039m,acetyl-CoA [m] + H2O [m] --> acetate [m] + CoA [m] + H+ [m],0.0,1000.0,False,False,ENSG00000172497,3.1.2.1,R00227,ACOAHim,r0062
134,MAR04101,GTP:oxaloacetate carboxy-lyase (adding GTP,Pyruvate metabolism,MAM02034c + MAM02633c --> MAM01596c + MAM01948c + MAM02696c,GTP [c] + OAA [c] --> CO2 [c] + GDP [c] + PEP [c],0.0,1000.0,False,False,ENSG00000124253,4.1.1.32,R00431,PEPCK_re,PEPCK
135,MAR04103,GTP:oxaloacetate carboxy-lyase (adding GTP,Pyruvate metabolism,MAM02034m + MAM02633m --> MAM01596m + MAM01948m + MAM02696m,GTP [m] + OAA [m] --> CO2 [m] + GDP [m] + PEP [m],0.0,1000.0,False,False,ENSG00000100889,4.1.1.32,R00431,PEPCKm,PEPCKm
136,MAR04143,Pyruvate:carbon-dioxide ligase (ADP-forming),Pyruvate metabolism,MAM01371m + MAM02046m + MAM02819m --> MAM01285m + MAM02039m + MAM02633m + MAM02751m,ATP [m] + HCO3- [m] + pyruvate [m] --> ADP [m] + H+ [m] + OAA [m] + Pi [m],0.0,1000.0,False,False,ENSG00000173599,6.4.1.1,R00344,PCm,PCm
137,MAR04193,CTP:pyruvate 2-O-phosphotransferase,Pyruvate metabolism,MAM01424c + MAM02039c + MAM02696c --> MAM01623c + MAM02819c,CDP [c] + H+ [c] + PEP [c] --> CTP [c] + pyruvate [c],0.0,1000.0,False,False,ENSG00000067225 or ENSG00000143627,2.7.1.40,R00572,,r0153
138,MAR08497,,Pyruvate metabolism,MAM02039c + MAM02475c + MAM02555c --> MAM02148c + MAM02554c,H+ [c] + methylglyoxal [c] + NADPH [c] --> hydroxyacetone [c] + NADP+ [c],0.0,1000.0,False,False,ENSG00000053371 or ENSG00000085662 or ENSG00000117448,"1.1.1.21, 1.1.1.2",R02528,ALR2,ALR2
139,MAR08498,,Pyruvate metabolism,MAM01256c + MAM02039c + MAM02555c + MAM02630c --> MAM02040c + MAM02148c + MAM02554c,acetone [c] + H+ [c] + NADPH [c] + O2 [c] --> H2O [c] + hydroxyacetone [c] + NADP+ [c],0.0,1000.0,False,False,ENSG00000130649,,,ACTNMO,ACTNMO
140,MAR08499,,Pyruvate metabolism,MAM02039c + MAM02148c + MAM02555c + MAM02630c --> 2.0 MAM02040c + MAM02475c + MAM02554c,H+ [c] + hydroxyacetone [c] + NADPH [c] + O2 [c] --> 2.0 H2O [c] + methylglyoxal [c] + NADP+ [c],0.0,1000.0,False,False,ENSG00000130649,,,ACTLMO,ACTLMO
141,MAR08500,,Pyruvate metabolism,MAM02039c + MAM02148c + MAM02555c --> MAM02554c + MAM02771c,"H+ [c] + hydroxyacetone [c] + NADPH [c] --> NADP+ [c] + propane-1,2-diol [c]",0.0,1000.0,False,False,ENSG00000053371 or ENSG00000085662 or ENSG00000117448,"1.1.1.21, 1.1.1.2",,ALR3,ALR3
142,MAR08501,,Pyruvate metabolism,MAM02039c + MAM02475c + MAM02555c --> MAM01715c + MAM02554c,H+ [c] + methylglyoxal [c] + NADPH [c] --> D-lactaldehyde [c] + NADP+ [c],0.0,1000.0,False,False,ENSG00000137106,"1.1.1.79, 1.1.1.81",,LALDD,HMR_8501
143,MAR08502,(R)-Lactaldehyde:NAD+ oxidoreductase (glutathione-formylating),Pyruvate metabolism,MAM00168c + MAM02039c + MAM02553c <=> MAM01715c + MAM02026c + MAM02552c,(R)-S-lactoylglutathione [c] + H+ [c] + NADH [c] <=> D-lactaldehyde [c] + GSH [c] + NAD+ [c],-1000.0,1000.0,True,False,ENSG00000147576 or ENSG00000172955 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144,1.1.1.1,R03082,LALDO,LALDO
144,MAR08503,,Pyruvate metabolism,MAM02040c + MAM02329c + MAM02552c --> 2.0 MAM02039c + MAM02403c + MAM02553c,H2O [c] + lactaldehyde [c] + NAD+ [c] --> 2.0 H+ [c] + L-lactate [c] + NADH [c],0.0,1000.0,False,False,ENSG00000006534 or ENSG00000072210 or ENSG00000108602 or ENSG00000132746 or ENSG00000143149 or ENSG00000164904 or ENSG00000184254,"1.2.1.4, 1.2.1.5",,LCADi,LCADi
145,MAR08504,(R)-Lactaldehyde:NAD+ 2-oxidoreductase,Pyruvate metabolism,MAM01715c + MAM02040c + MAM02552c --> MAM01716c + 2.0 MAM02039c + MAM02553c,D-lactaldehyde [c] + H2O [c] + NAD+ [c] --> D-lactate [c] + 2.0 H+ [c] + NADH [c],0.0,1000.0,False,False,ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904,1.2.1.3,R01735,LCADi_D,LCADi_D
146,MAR08506,,Pyruvate metabolism,MAM02040m + MAM02329m + MAM02552m --> 2.0 MAM02039m + MAM02403m + MAM02553m,H2O [m] + lactaldehyde [m] + NAD+ [m] --> 2.0 H+ [m] + L-lactate [m] + NADH [m],0.0,1000.0,False,False,ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904,1.2.1.3,,LCADm,LCADim
147,MAR08507,,Pyruvate metabolism,MAM02552c + MAM02771c --> MAM01715c + MAM02039c + MAM02553c,"NAD+ [c] + propane-1,2-diol [c] --> D-lactaldehyde [c] + H+ [c] + NADH [c]",0.0,1000.0,False,False,ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144,,,ALCD21_D,"ALCD21_D, PPDOx"
148,MAR08508,,Pyruvate metabolism,MAM02552c + MAM02771c --> MAM02039c + MAM02329c + MAM02553c,"NAD+ [c] + propane-1,2-diol [c] --> H+ [c] + lactaldehyde [c] + NADH [c]",0.0,1000.0,False,False,ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144,,,LCARS,ALCD21_L
149,MAR08509,,Pyruvate metabolism,MAM01715c + MAM02039c + MAM02555c --> MAM02554c + MAM02771c,"D-lactaldehyde [c] + H+ [c] + NADPH [c] --> NADP+ [c] + propane-1,2-diol [c]",0.0,1000.0,False,False,ENSG00000053371 or ENSG00000085662 or ENSG00000117448,"1.1.1.21, 1.1.1.2",,PPDOy,PPDOy
150,MAR08511,(R)-S-Lactoylglutathione hydrolase,Pyruvate metabolism,MAM00168m + MAM02040m --> MAM01716m + MAM02026m + MAM02039m,(R)-S-lactoylglutathione [m] + H2O [m] --> D-lactate [m] + GSH [m] + H+ [m],0.0,1000.0,False,False,ENSG00000063854 or ENSG00000103253,3.1.2.6,R01736,GLYOXm,GLYOXm
151,MAR08512,(R)-Lactate:NAD+ oxidoreductase,Pyruvate metabolism,MAM01716c + MAM02552c <=> MAM02039c + MAM02553c + MAM02819c,D-lactate [c] + NAD+ [c] <=> H+ [c] + NADH [c] + pyruvate [c],-1000.0,1000.0,True,False,ENSG00000166816,1.1.2.4,R00704,LDH_D,LDH_D
152,MAR08514,(S)-Lactate:ferricytochrome-c 2-oxidoreductase,Pyruvate metabolism,2.0 MAM01824m + MAM02403c --> 2.0 MAM01826m + 2.0 MAM02039c + MAM02819c,2.0 ferricytochrome C [m] + L-lactate [c] --> 2.0 ferrocytochrome C [m] + 2.0 H+ [c] + pyruvate [c],0.0,1000.0,False,False,ENSG00000166816 or ENSG00000182224,1.1.2.4,R00196,L_LACDcm,L_LACDcm
153,MAR08516,glycerone-phosphate phosphate-lyase (methylglyoxal-forming),Pyruvate metabolism,MAM01690c --> MAM02475c + MAM02751c,DHAP [c] --> methylglyoxal [c] + Pi [c],0.0,1000.0,False,False,ENSG00000148090,,R01016,MGSA,MGSA
