,ID,Name,Formula,Formula weight,Charge,Compartment,KEGG,BiGG,ChEBI,VMH,Reactions
4165,MAM02444m,malonyl-CoA,C24H33N7O19P3S,848.540603,-5,m,C00083,malcoa,CHEBI:15531,malcoa,"MAR04106, MAR09803, MAR04295, MAR02601, MAR01517"
4166,MAM02444x,malonyl-CoA,C24H33N7O19P3S,848.540603,-5,x,C00083,malcoa,CHEBI:15531,malcoa,"MAR03028, MAR04107"
4167,MAM02444r,malonyl-CoA,C24H33N7O19P3S,848.540603,-5,r,C00083,malcoa,CHEBI:15531,malcoa,"MAR03619, MAR02375, MAR03500, MAR03440, MAR03393, MAR03494, MAR03415, MAR03604, MAR03443, MAR03485, MAR03404, MAR02785, MAR03605, MAR02519, MAR03399, MAR03516, MAR03606"
4168,MAM02445c,maltodecaose,C60H102O51,1639.42128,0,c,,,,CE2839,"MAR08568, MAR08567"
4169,MAM02445e,maltodecaose,C60H102O51,1639.42128,0,e,,,,CE2839,"MAR08567, MAR08569, MAR09448"
4170,MAM02446c,maltoheptaose,C42H72O36,1152.99948,0,c,,malthp,,M02446,"MAR08572, MAR08570"
4171,MAM02446e,maltoheptaose,C42H72O36,1152.99948,0,e,,malthp,,"malthp, M02446","MAR08573, MAR08571, MAR04322"
4172,MAM02447c,maltohexaose,C36H62O31,990.85888,0,c,C01936,malthx,,M02447,"MAR08572, MAR08574"
4173,MAM02447e,maltohexaose,C36H62O31,990.85888,0,e,C01936,malthx,,"malthx, M02447","MAR08575, MAR11425, MAR08573"
4174,MAM02448c,maltononaose,C54H92O46,1477.28068,0,c,,,,CE2838,"MAR08568, MAR08570"
4175,MAM02448e,maltononaose,C54H92O46,1477.28068,0,e,,,,CE2838,"MAR08569, MAR04325, MAR08571"
4176,MAM02449c,maltopentaose,C30H52O26,828.71828,0,c,,maltpt,,M02449,"MAR08576, MAR08574"
4177,MAM02449e,maltopentaose,C30H52O26,828.71828,0,e,,maltpt,,"maltpt, M02449","MAR08577, MAR08575, MAR04293"
4178,MAM02450c,maltose,C12H22O11,342.29648000000003,0,c,C00208,malt,CHEBI:47937,malt,"MAR08580, MAR08586, MAR08588, MAR08587, MAR08591, MAR08582"
4179,MAM02450l,maltose,C12H22O11,342.29648000000003,0,l,C00208,malt,CHEBI:47937,malt,"MAR08589, MAR08588, MAR08592"
4180,MAM02450e,maltose,C12H22O11,342.29648000000003,0,e,C00208,malt,CHEBI:47937,malt,"MAR08581, MAR03989, MAR08584, MAR08586, MAR09370"
4181,MAM02451c,maltotetraose,C24H42O21,666.57768,0,c,C02052,maltttr,CHEBI:61988,"maltttr, M02451","MAR08578, MAR08576, MAR10484"
4182,MAM02451e,maltotetraose,C24H42O21,666.57768,0,e,C02052,maltttr,CHEBI:61988,"maltttr, M02451","MAR08577, MAR10484, MAR10493, MAR08579"
4183,MAM02452c,maltotriose,C18H32O16,504.43708,0,c,C01835,malttr,CHEBI:27931,malttr,"MAR08590, MAR08580, MAR08578, MAR08591"
4184,MAM02452l,maltotriose,C18H32O16,504.43708,0,l,C01835,malttr,CHEBI:27931,malttr,"MAR08590, MAR08592"
4185,MAM02452e,maltotriose,C18H32O16,504.43708,0,e,C01835,malttr,CHEBI:27931,malttr,"MAR08581, MAR09371, MAR08579"
4186,MAM02453c,mannose,C6H12O6,180.15588,0,c,C00159,man,CHEBI:4208,man,"MAR08920, MAR08919, MAR00055, MAR07430, MAR04493, MAR04973, MAR04492, MAR04490, MAR06708, MAR04975"
4187,MAM02453g,mannose,C6H12O6,180.15588,0,g,C00159,man,CHEBI:4208,man,"MAR07310, MAR07316, MAR07322, MAR07304, MAR07311, MAR07317, MAR07305, MAR07312, MAR07318, MAR07324, MAR07306, MAR07313, MAR08920, MAR07319, MAR07301, MAR07308, MAR07314, MAR07320, MAR07302, MAR07309, MAR07315, MAR07321, MAR07303"
4188,MAM02453l,mannose,C6H12O6,180.15588,0,l,C00159,man,CHEBI:4208,man,"MAR07429, MAR07428, MAR07430"
4189,MAM02453r,mannose,C6H12O6,180.15588,0,r,C00159,man,CHEBI:4208,man,"MAR07293, MAR08919, MAR07292, MAR07289, MAR07288, MAR07291"
4190,MAM02453e,mannose,C6H12O6,180.15588,0,e,C00159,man,CHEBI:4208,man,"MAR04975, MAR09137, MAR04973"
4191,MAM02454c,mannose-1-phosphate,C6H11O9P,258.11990099999997,-2,c,C00636,man1p,CHEBI:35374,man1p,"MAR04387, MAR08444, MAR04386, MAR04320, MAR04385"
4192,MAM02455c,mannose-6-phosphate,C6H11O9P,258.11990099999997,-2,c,C00275,man6p,CHEBI:17369,man6p,"MAR04490, MAR08371, MAR04385, MAR04493, MAR04492, MAR04383"
4193,MAM02456c,margaric acid,C17H33O2,269.44272,-1,c,,hpdca,CHEBI:32365,hpdca,"MAR02258, MAR00687, MAR00690, MAR09781, MAR00237, MAR00685, MAR00688, MAR00691, MAR00236, MAR00239, MAR00238, MAR00686, MAR00689, MAR00692, MAR10033"
4194,MAM02456l,margaric acid,C17H33O2,269.44272,-1,l,,hpdca,CHEBI:32365,hpdca,"MAR09781, MAR03548"
4195,MAM02456r,margaric acid,C17H33O2,269.44272,-1,r,,hpdca,CHEBI:32365,hpdca,"MAR10034, MAR05257, MAR03694, MAR02954"
4196,MAM02456e,margaric acid,C17H33O2,269.44272,-1,e,,hpdca,CHEBI:32365,hpdca,"MAR00620, MAR00016, MAR00012, MAR00239, MAR00015, MAR00236"
4197,MAM02457c,mead acid,C20H33O2,305.47482,-1,c,,,CHEBI:1306412,M02457,"MAR00687, MAR00690, MAR00307, MAR00306, MAR00304, MAR00685, MAR00688, MAR00691, MAR00305, MAR09782, MAR00686, MAR00689, MAR00692, MAR10033"
4198,MAM02457l,mead acid,C20H33O2,305.47482,-1,l,,,CHEBI:1306412,M02457,"MAR09782, MAR03564"
4199,MAM02457r,mead acid,C20H33O2,305.47482,-1,r,,,CHEBI:1306412,M02457,"MAR20021, MAR10034, MAR03710, MAR02971, MAR05257"
4200,MAM02457e,mead acid,C20H33O2,305.47482,-1,e,,,CHEBI:1306412,M02457,"MAR00307, MAR13058, MAR00012, MAR00016, MAR00304, MAR00015"
4201,MAM02458c,eumelanin,C17H9N2O7,353.26256,-1,c,C17937,,,eumelanin,"MAR09659, MAR08540"
4202,MAM02458e,eumelanin,C17H9N2O7,353.26256,-1,e,C17937,,,eumelanin,"MAR09659, MAR09708"
4203,MAM02459c,melatonin radical,C13H17N2O3,249.28567999999999,0,c,,,,CE5982,"MAR04553, MAR03255, MAR03168, MAR04552"
4204,MAM02460c,melatonin,C13H16N2O2,232.27834,0,c,C01598,melatn,CHEBI:16796,melatn,"MAR04547, MAR04550, MAR03120, MAR08566, MAR03168, MAR04552, MAR11919, MAR04548, MAR03119"
4205,MAM02461r,mem2emgacpail heparan sulfate,C61H110N3O44P3R2,,0,r,,mem2emgacpail_hs,,mem2emgacpail_hs,"MAR08390, MAR08407, MAR01513, MAR08401"
4206,MAM02462r,mem2emgacpail_prot heparan sulfate,C61H110N3O44P3R2X,,0,r,,mem2emgacpail_prot_hs,,mem2emgacpail_prot_hs,"MAR08407, MAR09631"
4207,MAM02462c,mem2emgacpail_prot heparan sulfate,C61H110N3O44P3R2X,,0,c,,mem2emgacpail_prot_hs,,mem2emgacpail_prot_hs,"MAR09631, MAR09663"
4208,MAM02462e,mem2emgacpail_prot heparan sulfate,C61H110N3O44P3R2X,,0,e,,mem2emgacpail_prot_hs,,mem2emgacpail_prot_hs,"MAR09712, MAR09663"
4209,MAM02463r,memgacpail heparan sulfate,C47H84N2O31P2R2,,0,r,,memgacpail_hs,,memgacpail_hs,"MAR08387, MAR08388, MAR08392"
4210,MAM02464c,mercaptopyruvate,C3H3O3S,119.11912,-1,c,C00957,mercppyr,CHEBI:16208,mercppyr,"MAR06519, MAR03912, MAR06518, MAR03928, MAR06515"
4211,MAM02464m,mercaptopyruvate,C3H3O3S,119.11912,-1,m,C00957,mercppyr,CHEBI:16208,mercppyr,MAR08684
4212,MAM02465m,mesaconate,C5H4O4,128.08286,-2,m,C01732,mescon,CHEBI:16600,mescon,"MAR08668, MAR08667"
4213,MAM02466m,mesaconyl-CoA,C26H35N7O19P3S,874.577883,-5,m,C06028,mescoa,CHEBI:27969,mescoa,"MAR08669, MAR08668, MAR08667, MAR08665"
4214,MAM02467c,metformin,C4H11N5,129.16364000000002,0,c,C07151,,CHEBI:6801,M02467,"MAR09584, MAR09583"
4215,MAM02467e,metformin,C4H11N5,129.16364000000002,0,e,C07151,,CHEBI:6801,M02467,"MAR09584, MAR13070, MAR09583"
4216,MAM02468m,methacrylyl-CoA,C25H36N7O17P3S,831.576323,-4,m,C03460,2mp2coa,CHEBI:27754,2mp2coa,"MAR03753, MAR03752"
4217,MAM02469c,methaneselenol,CH4Se,95.00246,0,c,C05703,,,M02469,"MAR07141, MAR07137, MAR00037"
4218,MAM02470c,methanol,CH4O1,32.04186,0,c,C00132,meoh,CHEBI:17790,meoh,"MAR04202, MAR08753, MAR05296, MAR08043, MAR08921, MAR04201"
4219,MAM02470l,methanol,CH4O1,32.04186,0,l,C00132,meoh,CHEBI:17790,meoh,"MAR08752, MAR08753"
4220,MAM02470r,methanol,CH4O1,32.04186,0,r,C00132,meoh,CHEBI:17790,meoh,"MAR08648, MAR08921"
4221,MAM02470e,methanol,CH4O1,32.04186,0,e,C00132,meoh,CHEBI:17790,meoh,"MAR09372, MAR05296"
4222,MAM02471c,methionine,C5H11NO2S,149.21134,0,c,C00073,met__L,CHEBI:16643,met_L,"MAR11050, MAR05262, MAR11211, MAR03919, MAR05756, MAR05848, MAR09597, MAR11051, MAR05801, MAR11028, MAR05849, MAR11075, MAR05112, MAR05264, MAR05711, MAR05666, MAR05850, MAR11076, MAR11168, MAR05288, MAR05620, MAR05851, MAR05943, MAR05266, MAR11031, MAR05461, MAR11010, MAR09817, MAR05268, MAR07153, MAR09818, MAR05647, MAR05269, MAR05786, MAR04699, MAR05648, MAR05270, MAR11035, MAR05488, MAR09953, MAR05649, MAR05741, MAR05271, MAR00021, MAR05512, MAR05696, MAR05650, MAR09931, MAR05513, MAR05605, MAR10992, MAR05651, MAR05143, MAR05927, MAR05273, MAR20187, MAR05514, MAR06403, MAR05652, MAR08607, MAR05515, MAR05975, MAR11109, MAR05653, MAR10064, MAR05275, MAR05516, MAR11110, MAR05654, MAR05517, MAR11111, MAR11180, MAR05073, MAR05655, MAR05277, MAR05816, MAR04413, MAR05518, MAR11112, MAR05771, MAR13078, MAR05656, MAR05391, MAR05324, MAR05519, MAR03875, MAR11113, MAR05657, MAR05279, MAR05726, MAR05390, MAR05520, MAR11114, MAR05681, MAR05658, MAR05057, MAR05635, MAR05911, MAR05258, MAR05521, MAR11115, MAR05590, MAR05475, MAR05659, MAR05281, MAR05522, MAR09895, MAR11116, MAR05959, MAR11185, MAR05660, MAR05260, MAR11025, MAR11117, MAR05500, MAR11002, MAR11186, MAR05661, MAR05283, MAR12140, MAR11164, MAR03917, MAR05847"
4223,MAM02471l,methionine,C5H11NO2S,149.21134,0,l,C00073,met__L,CHEBI:16643,met_L,"MAR05285, MAR05057, MAR05274, MAR05280, MAR05286, MAR05263, MAR05287, MAR05259, MAR05276, MAR05282, MAR05265, MAR05261, MAR05291, MAR05272, MAR05278, MAR05284, MAR05290"
4224,MAM02471m,methionine,C5H11NO2S,149.21134,0,m,C00073,met__L,CHEBI:16643,met_L,"MAR05112, MAR05267, MAR05418"
4225,MAM02471e,methionine,C5H11NO2S,149.21134,0,e,C00073,met__L,CHEBI:16643,met_L,"MAR05514, MAR05652, MAR05756, MAR05515, MAR05848, MAR05975, MAR09597, MAR05801, MAR05653, MAR05849, MAR05516, MAR05711, MAR05654, MAR05666, MAR05517, MAR05850, MAR05620, MAR05073, MAR05655, MAR05816, MAR05851, MAR05518, MAR05943, MAR05771, MAR05656, MAR05927, MAR05519, MAR05324, MAR05461, MAR05657, MAR05726, MAR05520, MAR05681, MAR05658, MAR05635, MAR05911, MAR05521, MAR07153, MAR05647, MAR05590, MAR05475, MAR05659, MAR05786, MAR05522, MAR09895, MAR05648, MAR05959, MAR05660, MAR09042, MAR05488, MAR05649, MAR05500, MAR05741, MAR05661, MAR05512, MAR05696, MAR05650, MAR05513, MAR05605, MAR05651, MAR05847"
4226,MAM02472c,methionyl-peptide,C11H17N4O5SR3,,0,c,C11440,,,M02472,MAR09551
4227,MAM02473c,methylamine,C1H6N,32.06504,1,c,C00218,mma,CHEBI:16830,mma,"MAR06747, MAR11775, MAR11803, MAR06745, MAR08529"
4228,MAM02474c,methylarsonate,CH4AsO3,138.96226,-1,c,C07294,,,M02474,MAR09525
4229,MAM02475c,methylglyoxal,C3H4O2,72.06266,0,c,C00546,mthgxl,CHEBI:17158,mthgxl,"MAR08516, MAR03856, MAR08497, MAR08501, MAR08517, MAR03853, MAR04360, MAR08499, MAR05011, MAR03854, MAR03852"
4230,MAM02475e,methylglyoxal,C3H4O2,72.06266,0,e,C00546,mthgxl,CHEBI:17158,mthgxl,"MAR09375, MAR05011"
4231,MAM02476c,methylimidazole-acetaldehyde,C6H8N2O,124.14052,0,c,C05827,3mldz,CHEBI:28104,3mldz,"MAR04430, MAR04431"
4232,MAM02477c,methylimidazoleacetic acid,C6H7N2O2,139.13198,-1,c,C05828,3mlda,CHEBI:8122,3mlda,"MAR04432, MAR04431"
4233,MAM02477e,methylimidazoleacetic acid,C6H7N2O2,139.13198,-1,e,C05828,3mlda,CHEBI:8122,3mlda,"MAR04432, MAR09090"
4234,MAM02478c,methyl-indole-3-acetate,C11H11NO2,189.21054,0,c,,,,CE2122,MAR06715
4235,MAM02479c,methylmalonate,C4H4O4,116.07216,-2,c,C02170,,CHEBI:30860,HC00900,"MAR10365, MAR03790, MAR04797, MAR10364, MAR03789, MAR10363, MAR10366"
4236,MAM02479m,methylmalonate,C4H4O4,116.07216,-2,m,C02170,,CHEBI:30860,HC00900,"MAR03789, MAR02146, MAR03759, MAR03763"
4237,MAM02480m,methylmalonyl-CoA,C25H35N7O19P3S,862.567183,-5,m,C00683,mmcoa__S,CHEBI:15466,mmcoa_S,"MAR03213, MAR08787, MAR02146, MAR03208"
4238,MAM02481c,methylthioribose-1p,C6H11O7PS,258.186101,-2,c,C04188,5mdr1p,,5mdr1p,"MAR05385, MAR05384"
4239,MAM02482c,Mg2+,Mg,24.305,2,c,C00305,,CHEBI:18420,mg2,MAR09586
4240,MAM02482e,Mg2+,Mg,24.305,2,e,C00305,,CHEBI:18420,mg2,"MAR13072, MAR09586"
4241,MAM02483r,mgacpail heparan sulfate,C39H68NO23PR2,,0,r,,mgacpail_hs,,mgacpail_hs,"MAR08384, MAR08391, MAR08383"
4242,MAM02484m,mitoACP,C11H21N2O7PRS,,-1,m,C00229,,CHEBI:64479,HC02223,MAR04499
4243,MAM02485c,mitoApo-[ACP],HOR,,0,c,C03688,,CHEBI:29999,HC02222,"MAR05222, MAR05156"
4244,MAM02485m,mitoApo-[ACP],HOR,,0,m,C03688,,CHEBI:29999,HC02222,"MAR04499, MAR05267, MAR05222"
4245,MAM02486m,mitooxidized thioredoxin,C819H1320N226O239S7,18381.069900000002,0,m,C00343,,CHEBI:18191,trdox,"MAR05415, MAR05416, MAR05417"
4246,MAM02487c,mitothioredoxin,C819H1322N226O239S7,18383.08578,0,c,C00342,,CHEBI:15967,trdrd,"MAR05223, MAR05168, MAR09818"
4247,MAM02487m,mitothioredoxin,C819H1322N226O239S7,18383.08578,0,m,C00342,,CHEBI:15967,trdrd,"MAR05415, MAR05416, MAR05417, MAR05223"
4248,MAM02488c,molybdopterin,C10H12N5O6PS2,393.335941,-2,c,C05924,,CHEBI:44074,M02488,"MAR07147, MAR07146"
4249,MAM02489c,monodehydroascorbate,C6H6O6,174.10824,-1,c,C01041,,CHEBI:16504,C01041,"MAR02446, MAR06606, MAR01359, MAR01362, MAR01356, MAR01365, MAR06423, MAR03265, MAR01415, MAR06393"
4250,MAM02490c,monofucosyllactoisooctaosylceramide,C79H135N4O47R,,0,c,G04561,,,M02490,"MAR00908, MAR00909"
4251,MAM02491c,monosialylgalactosylgloboside,C62H106N3O36R,,0,c,G00098,,,M02491,"MAR00814, MAR00812"
4252,MAM02492c,myo-inositol-hexakisphosphate,C6H6O24P6,647.9400059999999,-12,c,C01204,minohp,CHEBI:17401,minohp,"MAR07652, MAR06576, MAR07655, MAR08843"
4253,MAM02492n,myo-inositol-hexakisphosphate,C6H6O24P6,647.9400059999999,-12,n,C01204,minohp,CHEBI:17401,minohp,"MAR08843, MAR07654"
4254,MAM02493c,myo-inositol-polyphosphate,X,,0,c,C11525,,,M02493,MAR09552
4255,MAM02494c,myristate,C14H27O2,227.36298,-1,c,C06424,ttdca,CHEBI:28875,ttdca,"MAR00197, MAR00687, MAR00195, MAR00198, MAR08037, MAR20060, MAR00196, MAR00688, MAR02177, MAR00689, MAR00690, MAR00685, MAR00691, MAR00686, MAR09783, MAR00692, MAR10033, MAR20095"
4256,MAM02494l,myristate,C14H27O2,227.36298,-1,l,C06424,ttdca,CHEBI:28875,ttdca,"MAR09783, MAR03540"
4257,MAM02494r,myristate,C14H27O2,227.36298,-1,r,C06424,ttdca,CHEBI:28875,ttdca,"MAR02944, MAR03686, MAR10034, MAR20029, MAR20059, MAR05257"
4258,MAM02494e,myristate,C14H27O2,227.36298,-1,e,C06424,ttdca,CHEBI:28875,ttdca,"MAR08996, MAR00012, MAR00198, MAR00016, MAR00702, MAR00015, MAR00195"
4259,MAM02495c,myristoyl-CoA,C35H58N7O17P3S,973.858003,-4,c,C02593,tdcoa,CHEBI:15532,tdcoa,"MAR00197, MAR00551, MAR00488, MAR02284, MAR09938, MAR00546, MAR00196, MAR00552, MAR08996, MAR00547, MAR00553, MAR01031, MAR10036, MAR00548, MAR00549, MAR01024, MAR00545, MAR00550, MAR09512, MAR02282, MAR02281, MAR02608"
4260,MAM02495m,myristoyl-CoA,C35H58N7O17P3S,973.858003,-4,m,C02593,tdcoa,CHEBI:15532,tdcoa,"MAR02610, MAR05181, MAR03128, MAR05179, MAR05325, MAR00752, MAR03125, MAR02183"
4261,MAM02495x,myristoyl-CoA,C35H58N7O17P3S,973.858003,-4,x,C02593,tdcoa,CHEBI:15532,tdcoa,"MAR05180, MAR03081, MAR03082, MAR05327"
4262,MAM02495r,myristoyl-CoA,C35H58N7O17P3S,973.858003,-4,r,C02593,tdcoa,CHEBI:15532,tdcoa,"MAR02792, MAR02944, MAR03627"
4263,MAM02496c,N(omega)-(ADP-D-ribosyl)-L-arginine,C21H34N9O15P2,714.493482,-1,c,C01201,,CHEBI:15827,M02496,"MAR07626, MAR07625"
4264,MAM02497c,N-(omega)-hydroxyarginine,C6H15N4O3,191.2083,1,c,C05933,nwharg,CHEBI:7101,nwharg,"MAR03993, MAR10391, MAR04190"
4265,MAM02498c,"N,N-chitobiosyldiphosphodolichol",C116H190N2O17P2,1946.7005219999999,-2,c,C04537,chito2pdol__L,G00002,chito2pdol_L,"MAR07265, MAR07266"
4266,MAM02499c,"N,N-dimethyldopaminequinone",C10H14NO2,180.22366,1,c,,,,CE6316,"MAR06803, MAR06806"
4267,MAM02500c,"N,N-dimethylindoliumolate",C10H12NO2,178.20778,1,c,,,,CE6317,MAR06806
4268,MAM02501c,"N1,N12-diacetylspermine",C14H32N4O2,288.42948,2,c,C03413,,CHEBI:28101,C03413,"MAR06956, MAR06963"
4269,MAM02501x,"N1,N12-diacetylspermine",C14H32N4O2,288.42948,2,x,C03413,,CHEBI:28101,C03413,"MAR06964, MAR06957"
4270,MAM02502c,"N1,N8-diacetylspermidine",C11H24N3O2,230.32716000000002,1,c,,,,CE1059,MAR06960
4271,MAM02503c,N1-acetylspermidine,C9H23N3O,189.29842,2,c,C00612,,CHEBI:17927,N1aspmd,"MAR06961, MAR11810, MAR06938, MAR06960, MAR06963"
4272,MAM02503x,N1-acetylspermidine,C9H23N3O,189.29842,2,x,C00612,,CHEBI:17927,N1aspmd,"MAR06964, MAR06962, MAR06939"
4273,MAM02504c,N1-acetylspermine,C12H31N4O,247.40074,3,c,C02567,,CHEBI:17312,N1sprm,"MAR06956, MAR06929, MAR06958"
4274,MAM02504x,N1-acetylspermine,C12H31N4O,247.40074,3,x,C02567,,CHEBI:17312,N1sprm,"MAR06959, MAR06957, MAR06930"
4275,MAM02505c,N1-methyl-2-pyridone-5-carboxamide,C7H8N2O2,152.15062,0,c,C05842,,,M02505,MAR07678
4276,MAM02506c,N1-methyl-4-pyridone-5-carboxamide,C7H8N2O2,152.15062,0,c,C05843,,,M02506,MAR07677
4277,MAM02507g,n2m2masn,C50H83N4O35X,,0,g,G00015,n2m2masn,,n2m2masn,"MAR07326, MAR07325, MAR08693, MAR07332, MAR07327"
4278,MAM02508l,n2m2mn,C42H71N3O31,1114.0146399999999,0,l,,n2m2mn,,n2m2mn,"MAR07577, MAR07578"
4279,MAM02509l,n2m2nm,C58H97N5O41,1520.39968,0,l,,n2m2nm,,n2m2nm,"MAR07585, MAR07586"
4280,MAM02510g,n2m2nmasn,C58H96N5O40X,,0,g,G00019,n2m2nmasn,,n2m2nmasn,"MAR07326, MAR07583"
4281,MAM02510l,n2m2nmasn,C58H96N5O40X,,0,l,G00019,n2m2nmasn,,n2m2nmasn,"MAR07585, MAR07584"
4282,MAM02510e,n2m2nmasn,C58H96N5O40X,,0,e,G00019,n2m2nmasn,,n2m2nmasn,"MAR07583, MAR09126, MAR07584"
4283,MAM02511l,n2m2nmn,C50H84N4O36,1317.20716,0,l,,n2m2nmn,,n2m2nmn,"MAR07586, MAR07587"
4284,MAM02512g,n3m2masn,C58H96N5O40X,,0,g,,n3m2masn,,n3m2masn,"MAR08694, MAR08693"
4285,MAM02513c,N4-(acetyl-beta-D-glucosaminyl)asparagine,C12H21N3O8,335.31043999999997,0,c,C04540,,CHEBI:17261,M02513,MAR09530
4286,MAM02514c,N4-acetylaminobutanal,C6H11NO2,129.15704,0,c,C05936,n4abutn,CHEBI:7386,n4abutn,"MAR08604, MAR08605"
4287,MAM02515g,n4m2masn,C66H109N6O45X,,0,g,,n4m2masn,,n4m2masn,"MAR08694, MAR08695"
4288,MAM02516c,n5m2masn,C74H122N7O50X,,0,c,,n5m2masn,,n5m2masn,"MAR09648, MAR09667"
4289,MAM02516g,n5m2masn,C74H122N7O50X,,0,g,,n5m2masn,,n5m2masn,"MAR09667, MAR08695"
4290,MAM02516e,n5m2masn,C74H122N7O50X,,0,e,,n5m2masn,,n5m2masn,"MAR09648, MAR09700"
4291,MAM02517c,"N6,N6,N6-trimethyl-L-lysine",C9H20N2O2,188.2673,0,c,C03793,tmlys,CHEBI:17311,tmlys,"MAR08030, MAR06978, MAR10405, MAR06979"
4292,MAM02517r,"N6,N6,N6-trimethyl-L-lysine",C9H20N2O2,188.2673,0,r,C03793,tmlys,CHEBI:17311,tmlys,"MAR08030, MAR08029"
4293,MAM02518c,N8-acetylspermidine,C9H23N3O,189.29842,2,c,C01029,,,n8aspmd,"MAR06940, MAR11781"
