,ID,Name,Formula,Formula weight,Charge,Compartment,KEGG,BiGG,ChEBI,VMH,Reactions
1786,MAM01141r,5-tetradecenoyl-CoA,C35H56N7O17P3S,971.842123,-4,r,,tetde5coa,CHEBI:84650,"tetde5coa, M01141","MAR03630, MAR02798, MAR02945"
1787,MAM01142r,6-(alpha-D-glucosaminyl)-1D-myo-inositol,C12H23NO10,341.31172,0,r,C15658,,G12396,M01142,MAR07188
1788,MAM01143c,6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol,C17H28NO17PR2,,0,c,C04248,gpail_hs,CHEBI:17049,gpail_hs,"MAR08381, MAR08380"
1789,MAM01143r,6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol,C17H28NO17PR2,,0,r,C04248,gpail_hs,CHEBI:17049,gpail_hs,"MAR07188, MAR07187, MAR07186"
1790,MAM01144m,"6(R)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate",C14H21O3,237.31474,-1,m,,,,CE5311,"MAR01181, MAR01180"
1791,MAM01145m,"6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate",C14H23O3,239.33062,-1,m,,,,CE5312,"MAR01181, MAR01182"
1792,MAM01146m,"6(R)-hydroxy-tetradeca-(4E,8Z)-dienoate",C14H23O3,239.33062,-1,m,,,,CE5313,"MAR01179, MAR01180"
1793,MAM01147m,"6(S)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate",C14H21O3,237.31474,-1,m,,,,CE5323,"MAR01223, MAR01222"
1794,MAM01148m,"6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate",C14H23O3,239.33062,-1,m,,,,CE5324,"MAR01224, MAR01222"
1795,MAM01149m,"6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate",C14H23O3,239.33062,-1,m,,,,CE5325,"MAR01223, MAR01221"
1796,MAM01150c,"6,7-dihydro-12-epi-LTB4",C20H33O4,337.47362,-1,c,,,,CE5350,"MAR00036, MAR01197"
1797,MAM01150m,"6,7-dihydro-12-epi-LTB4",C20H33O4,337.47362,-1,m,,,,CE5350,"MAR00036, MAR01198"
1798,MAM01150x,"6,7-dihydro-12-epi-LTB4",C20H33O4,337.47362,-1,x,,,,CE5350,"MAR00036, MAR01199"
1799,MAM01151c,"6,7-dihydro-5-oxo-12-epi-LTB4",C20H31O4,335.45774,-1,c,,,,CE5343,"MAR01193, MAR01200, MAR01197"
1800,MAM01151m,"6,7-dihydro-5-oxo-12-epi-LTB4",C20H31O4,335.45774,-1,m,,,,CE5343,"MAR01201, MAR01198, MAR01194, MAR03801"
1801,MAM01151x,"6,7-dihydro-5-oxo-12-epi-LTB4",C20H31O4,335.45774,-1,x,,,,CE5343,"MAR01203, MAR01199, MAR03805, MAR01196"
1802,MAM01151r,"6,7-dihydro-5-oxo-12-epi-LTB4",C20H31O4,335.45774,-1,r,,,,CE5343,"MAR03803, MAR01195, MAR01202"
1803,MAM01152c,"6,7-dihydro-5-oxo-LTB4",C20H31O4,335.45774,-1,c,,,,CE5179,"MAR01157, MAR01149, MAR01153"
1804,MAM01152m,"6,7-dihydro-5-oxo-LTB4",C20H31O4,335.45774,-1,m,,,,CE5179,"MAR01154, MAR01150, MAR01158"
1805,MAM01152x,"6,7-dihydro-5-oxo-LTB4",C20H31O4,335.45774,-1,x,,,,CE5179,"MAR01160, MAR01156, MAR01152"
1806,MAM01152r,"6,7-dihydro-5-oxo-LTB4",C20H31O4,335.45774,-1,r,,,,CE5179,"MAR01155, MAR01151, MAR01159"
1807,MAM01153c,"6,7-dihydro-LTB4",C20H33O4,337.47362,-1,c,,,,CE5352,"MAR00036, MAR01153"
1808,MAM01153m,"6,7-dihydro-LTB4",C20H33O4,337.47362,-1,m,,,,CE5352,"MAR01154, MAR00036"
1809,MAM01153x,"6,7-dihydro-LTB4",C20H33O4,337.47362,-1,x,,,,CE5352,"MAR00036, MAR01156"
1810,MAM01153r,"6,7-dihydro-LTB4",C20H33O4,337.47362,-1,r,,,,CE5352,"MAR00036, MAR01155"
1811,MAM01154c,"6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline",C9H12NO2,166.19708,1,c,,,CHEBI:110006,CE2172,"MAR06807, MAR12031"
1812,MAM01155c,"6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin",C9H12N5O13P3,491.138563,-4,c,C04895,ahdt,CHEBI:18372,ahdt,"MAR04160, MAR04163, MAR04817, MAR04816"
1813,MAM01155n,"6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin",C9H12N5O13P3,491.138563,-4,n,C04895,ahdt,CHEBI:18372,ahdt,"MAR08738, MAR04818, MAR04162"
1814,MAM01156c,"6-[2,3-dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione",C17H18O8,350.32002,0,c,C19590,,,M01156,"MAR07028, MAR07026, MAR00035"
1815,MAM01157x,6-amino-2-oxohexanoate,C6H11NO3,145.15644,0,x,C03239,6a2ohxnt,CHEBI:17534,6a2ohxnt,"MAR08017, MAR08018"
1816,MAM01158c,6beta-hydroxytestosterone,C19H28O3,304.42382000000003,0,c,C14497,6htststerone,CHEBI:34477,6htststerone,"MAR07961, MAR07960"
1817,MAM01158r,6beta-hydroxytestosterone,C19H28O3,304.42382000000003,0,r,C14497,6htststerone,CHEBI:34477,6htststerone,"MAR07958, MAR07960"
1818,MAM01158e,6beta-hydroxytestosterone,C19H28O3,304.42382000000003,0,e,C14497,6htststerone,CHEBI:34477,6htststerone,"MAR07961, MAR09237"
1819,MAM01159c,6-deoxy-L-galactose,C6H12O5,164.15648,0,c,C01019,fuc__L,CHEBI:2181,fuc_L,"MAR08875, MAR04402, MAR04403"
1820,MAM01159l,6-deoxy-L-galactose,C6H12O5,164.15648,0,l,C01019,fuc__L,CHEBI:2181,fuc_L,"MAR08875, MAR07375, MAR07582"
1821,MAM01159e,6-deoxy-L-galactose,C6H12O5,164.15648,0,e,C01019,fuc__L,CHEBI:2181,fuc_L,"MAR07373, MAR07580, MAR09330"
1822,MAM01160c,"6-hydroxy-1,2,3,4-tetrahydro-beta-carboline",C11H13N2O,189.23372,1,c,,,,CE2153,MAR04554
1823,MAM01161c,6-hydroxymelatonin,C13H16N2O3,248.27774,0,c,C05643,6hoxmelatn,CHEBI:308079,6hoxmelatn,"MAR04548, MAR08566, MAR03119, MAR11921, MAR04549"
1824,MAM01162c,6-hydroxymelatonin-sulfate,C13H15N2O6S,327.33299999999997,-1,c,,,,CE2120,MAR04549
1825,MAM01163c,6-hydroxypaclitaxel,C47H31NO15,849.7467399999999,0,c,,htaxol,CHEBI:63859,htaxol,"MAR08050, MAR08049"
1826,MAM01163e,6-hydroxypaclitaxel,C47H31NO15,849.7467399999999,0,e,,htaxol,CHEBI:63859,htaxol,"MAR09357, MAR08050"
1827,MAM01164c,"6-lactoyl-5,6,7,8-tetrahydropterin",C9H13N5O3,239.23122,0,c,C04244,,CHEBI:17248,HC01254,"MAR04167, MAR04166"
1828,MAM01165m,"6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol",C58H90O3,835.3334,0,m,,,,M01165,"MAR06908, MAR06909"
1829,MAM01166c,6-methylmercaptopurine,C6H6N4S,166.20364,0,c,C16614,,,M01166,MAR09504
1830,MAM01167c,6-oxo-prostaglandin E1,C20H31O6,367.45654,-1,c,C05962,,CHEBI:28269,M01167,"MAR00036, MAR01319"
1831,MAM01168c,6-oxo-prostaglandin F1alpha,C20H33O6,369.47242,-1,c,C05961,,CHEBI:28158,CE0955,"MAR01319, MAR10152, MAR10153, MAR01318, MAR01320"
1832,MAM01168r,6-oxo-prostaglandin F1alpha,C20H33O6,369.47242,-1,r,C05961,,CHEBI:28158,CE0955,"MAR00036, MAR01310, MAR10153"
1833,MAM01169c,6-phospho-D-gluconate,C6H10O10P,273.111361,-3,c,C00345,6pgc,CHEBI:48928,6pgc,"MAR04474, MAR04625, MAR03953, MAR04476"
1834,MAM01169r,6-phospho-D-gluconate,C6H10O10P,273.111361,-3,r,C00345,6pgc,CHEBI:48928,6pgc,"MAR04473, MAR03953, MAR04623"
1835,MAM01170c,6-pyruvoyltetrahydropterin,C9H11N5O3,237.21534,0,c,C03684,6pthp,CHEBI:17804,6pthp,"MAR04163, MAR04166, MAR04165"
1836,MAM01170n,6-pyruvoyltetrahydropterin,C9H11N5O3,237.21534,0,n,C03684,6pthp,CHEBI:17804,6pthp,"MAR08738, MAR08739"
1837,MAM01171c,6-trans-12-epi-LTB4,C20H31O4,335.45774,-1,c,,,CHEBI:63982,CE2446,"MAR00036, MAR01190"
1838,MAM01171m,6-trans-12-epi-LTB4,C20H31O4,335.45774,-1,m,,,CHEBI:63982,CE2446,"MAR00036, MAR01191"
1839,MAM01171x,6-trans-12-epi-LTB4,C20H31O4,335.45774,-1,x,,,CHEBI:63982,CE2446,"MAR01192, MAR00036"
1840,MAM01172c,6-trans-LTB4,C20H31O4,335.45774,0,c,,,CHEBI:63981,CE2445,"MAR01146, MAR00036, MAR10163"
1841,MAM01172m,6-trans-LTB4,C20H31O4,335.45774,0,m,,,CHEBI:63981,CE2445,"MAR00036, MAR01147"
1842,MAM01172x,6-trans-LTB4,C20H31O4,335.45774,0,x,,,CHEBI:63981,CE2445,"MAR00036, MAR01148"
1843,MAM01173c,"7,12-dimethylbenz[a]anthracene 5,6-oxide",C20H16O,272.34044,0,c,C19604,,,M01173,"MAR07054, MAR07058"
1844,MAM01174c,"7,12-dimethylbenz[a]anthracene",C20H16,256.34104,0,c,C19488,,,CN0020,"MAR07052, MAR07054, MAR07119, MAR04039, MAR07053"
1845,MAM01174e,"7,12-dimethylbenz[a]anthracene",C20H16,256.34104,0,e,C19488,,,CN0020,"MAR07118, MAR07119"
1846,MAM01175c,"7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene",C30H29N3O7S,575.63216,0,c,C14856,,,M01175,"MAR06998, MAR00035"
1847,MAM01176c,"7,8-epoxy-(4Z,10Z)-hexadecadienoic acid",C16H25O3,265.3679,-1,c,,,,CE2726,"MAR01067, MAR01066"
1848,MAM01177c,"7alpha,12alpha-dihydroxy-5beta-cholestan-3-one",C27H46O3,418.65234,0,c,C05453,xoldioloneh,CHEBI:2288,xoldioloneh,"MAR01598, MAR01599, MAR01595"
1849,MAM01178c,"7alpha,12alpha-dihydroxycholest-4-en-3-one",C27H44O3,416.63646,0,c,C05457,xoldiolone,CHEBI:28477,xoldiolone,"MAR01592, MAR01593, MAR11386, MAR01595"
1850,MAM01178r,"7alpha,12alpha-dihydroxycholest-4-en-3-one",C27H44O3,416.63646,0,r,C05457,xoldiolone,CHEBI:28477,xoldiolone,"MAR01589, MAR01593, MAR01826, MAR01592, MAR01590"
1851,MAM01179r,"7alpha,25-dihydroxy-4-cholesten-3-one",C27H44O3,416.63646,0,r,,,,M01179,MAR01778
1852,MAM01180m,7alpha-hydroxy-3-oxo-4-cholestenoic acid,C27H41O4,429.61204000000004,-1,m,,,,CE2345,MAR01796
1853,MAM01181c,7alpha-hydroxy-5beta-cholestan-3-one,C27H46O2,402.65294,0,c,C05451,xol7ah,CHEBI:2290,xol7ah,"MAR01676, MAR01678, MAR01673"
1854,MAM01182c,7alpha-hydroxycholest-4-en-3-one,C27H44O2,400.63706,0,c,C05455,xol7aone,CHEBI:17899,xol7aone,"MAR02297, MAR02860, MAR01673, MAR11384, MAR11383, MAR01672"
1855,MAM01182r,7alpha-hydroxycholest-4-en-3-one,C27H44O2,400.63706,0,r,C05455,xol7aone,CHEBI:17899,xol7aone,"MAR02297, MAR01783, MAR02184, MAR01672, MAR01585, MAR01589, MAR01787, MAR01584, MAR01590"
1856,MAM01183r,7alpha-hydroxycholesterol,C27H46O2,402.65294,0,r,C03594,xol7a,CHEBI:17500,xol7a,"MAR01585, MAR01584, MAR01581"
1857,MAM01184c,7alpha-hydroxypregnenolone,C21H32O3,332.47697999999997,0,c,C18038,,,M01184,MAR01943
1858,MAM01185m,7-carboxy-alpha-chromanol,C21H31O4,347.46844,-1,m,,,,CE5844,"MAR06486, MAR06488"
1859,MAM01186m,7-carboxy-alpha-tocotrienol,C21H29O4,345.45256,-1,m,,,,CE5849,"MAR06434, MAR06435"
1860,MAM01187m,7-carboxy-gamma-chromanol,C20H29O4,333.44186,-1,m,,,,CE5721,"MAR06472, MAR06473"
1861,MAM01188m,7-carboxy-gamma-tocotrienol,C20H27O4,331.42598,-1,m,,,,CE5848,"MAR06451, MAR06450"
1862,MAM01189c,7-dehydrodesmosterol,C27H42O,382.62178,0,c,C05107,ddsmsterol,CHEBI:27910,ddsmsterol,"MAR01519, MAR01516"
1863,MAM01190c,7-HETE,C20H31O3,319.45834,-1,c,,,,CE7231,"MAR00931, MAR00036"
1864,MAM01191c,7-hexadecenoyl-CoA,C37H60N7O17P3S,999.895283,-4,c,,hexde7coa,CHEBI:87698,"hexde7coa, M01191","MAR00551, MAR00233, MAR00546, MAR00549, MAR00552, MAR00234, MAR02633, MAR00495, MAR00545, MAR00547, MAR00550, MAR00553, MAR10036, MAR02287, MAR00548"
1865,MAM01191m,7-hexadecenoyl-CoA,C37H60N7O17P3S,999.895283,-4,m,,hexde7coa,CHEBI:87698,"hexde7coa, M01191","MAR03230, MAR02635, MAR03229"
1866,MAM01191x,7-hexadecenoyl-CoA,C37H60N7O17P3S,999.895283,-4,x,,hexde7coa,CHEBI:87698,"hexde7coa, M01191","MAR05350, MAR03345, MAR05189, MAR03346"
1867,MAM01191r,7-hexadecenoyl-CoA,C37H60N7O17P3S,999.895283,-4,r,,hexde7coa,CHEBI:87698,"hexde7coa, M01191","MAR02951, MAR03633, MAR02806"
1868,MAM01192c,7-hydroperoxy-H4-neuroprostane,C22H31O6,391.47794000000005,-1,c,,,,CE6445,"MAR01411, MAR01420, MAR01421"
1869,MAM01193c,7-hydroxy-D4-neuroprostane,C22H31O5,375.47854,-1,c,,,,CE6455,MAR01421
1870,MAM01194c,7-hydroxy-E4-neuroprostane,C22H31O5,375.47854,-1,c,,,,CE6454,MAR01420
1871,MAM01195c,7-hydroxymethyl-12-methylbenz[a]anthracene sulfate,C20H16O4S,352.40364,0,c,C19562,,,M01195,"MAR07057, MAR00035"
1872,MAM01196c,7-hydroxymethyl-12-methylbenz[a]anthracene,C20H16O,272.34044,0,c,C19561,,,M01196,"MAR07057, MAR07053"
1873,MAM01197c,7-palmitoleic acid,C16H29O2,253.40026,-1,c,,,,M01197,"MAR00232, MAR00233, MAR00687, MAR00690, MAR00235, MAR00234, MAR00685, MAR00688, MAR00691, MAR09757, MAR00686, MAR00689, MAR00692, MAR10033"
1874,MAM01197l,7-palmitoleic acid,C16H29O2,253.40026,-1,l,,,,M01197,"MAR03546, MAR09757"
1875,MAM01197r,7-palmitoleic acid,C16H29O2,253.40026,-1,r,,,,M01197,"MAR02951, MAR10034, MAR05257, MAR03692"
1876,MAM01197e,7-palmitoleic acid,C16H29O2,253.40026,-1,e,,,,M01197,"MAR00232, MAR13052, MAR00016, MAR00012, MAR00015, MAR00235"
1877,MAM01198c,7-peroxy-docosahexaenoate,C22H30O4,358.4712,-1,c,,,,CE6426,"MAR01403, MAR01413"
1878,MAM01199m,"8(R)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate",C16H23O3,263.35202,-1,m,,,,CE5314,"MAR01176, MAR01175"
1879,MAM01200m,"8(R)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate",C16H25O3,265.3679,-1,m,,,,CE5315,"MAR01176, MAR01177"
1880,MAM01201m,"8(R)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate",C16H25O3,265.3679,-1,m,,,,CE5316,"MAR01174, MAR01175"
1881,MAM01202c,8(S)-HETE,C20H31O3,319.45834,-1,c,,,,M01202,"MAR01063, MAR00036"
1882,MAM01203c,8(S)-HPETE,C20H31O4,335.45774,-1,c,,,,M01203,"MAR01063, MAR01062"
1883,MAM01204m,"8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate",C16H23O3,263.35202,-1,m,,,,CE5326,"MAR01217, MAR01218"
1884,MAM01205m,"8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate",C16H25O3,265.3679,-1,m,,,,CE5327,"MAR01218, MAR01219"
1885,MAM01206m,"8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate",C16H25O3,265.3679,-1,m,,,,CE5328,"MAR01217, MAR01216"
1886,MAM01207c,"8,11-eicosadienoic acid",C20H35O2,307.4907,-1,c,,,,M01207,"MAR00687, MAR00690, MAR00300, MAR00301, MAR00685, MAR00688, MAR00691, MAR00303, MAR00686, MAR00689, MAR00692, MAR10033, MAR00302, MAR09758"
1887,MAM01207l,"8,11-eicosadienoic acid",C20H35O2,307.4907,-1,l,,,,M01207,"MAR03563, MAR09758"
1888,MAM01207r,"8,11-eicosadienoic acid",C20H35O2,307.4907,-1,r,,,,M01207,"MAR03709, MAR02970, MAR05257, MAR10034"
1889,MAM01207e,"8,11-eicosadienoic acid",C20H35O2,307.4907,-1,e,,,,M01207,"MAR13053, MAR00300, MAR00016, MAR00012, MAR00015, MAR00303"
1890,MAM01208c,"8,9-DHET",C20H33O4,337.47362,-1,c,,,,M01208,"MAR00036, MAR00949"
1891,MAM01209c,"8,9-EET",C20H31O3,319.45834,-1,c,C14769,,CHEBI:34490,C14769,"MAR00946, MAR00947, MAR00949, MAR10143, MAR10144"
1892,MAM01209r,"8,9-EET",C20H31O3,319.45834,-1,r,C14769,,CHEBI:34490,C14769,"MAR00036, MAR00948"
1893,MAM01210c,"8,9-epoxy-(5Z)-tetradecenoic acid",C14H24O3,240.33856,-1,c,,,,CE2729,"MAR00036, MAR01070"
1894,MAM01211c,8alpha-hydroxy-gamma-tocopherone,C28H48O3,432.67892,0,c,,,,CE7101,"MAR06458, MAR04007, MAR06457"
1895,MAM01212c,8alpha-hydroxytocopherone,C29H50O3,446.7055,0,c,,,,CE5835,MAR06501
1896,MAM01213c,8-HETE,C20H31O3,319.45834,-1,c,,,,M01213,"MAR00036, MAR00932"
1897,MAM01214c,"8-peroxy-(5Z,9E,11Z,14Z)-eicosatetraenoate",C20H30O4,334.4498,-1,c,,,,CE5928,"MAR03882, MAR01356, MAR01355"
1898,MAM01215c,8-peroxy-docosahexaenoate,C22H30O4,358.4712,-1,c,,,,CE6420,MAR01404
1899,MAM01216c,9(10)-EpOME,C18H31O3,295.43694,-1,c,C14825,,,C14825,"MAR10148, MAR10149, MAR02455, MAR02459"
1900,MAM01216r,9(10)-EpOME,C18H31O3,295.43694,-1,r,C14825,,,C14825,"MAR02460, MAR02456"
1901,MAM01217c,9(S)-HPODE,C18H31O4,311.43634,-1,c,C14827,,CHEBI:34498,M01217,"MAR02438, MAR02437"
1902,MAM01218c,"9,10-12,13-diepoxy-octadecanoate",C18H31O4,311.43634,-1,c,,,,CE6502,"MAR02449, MAR02450, MAR03830"
1903,MAM01219c,"9,10-epoxy-(6Z,12Z)-octadecadienoic acid",C18H29O3,293.42106,-1,c,,,,CE2725,"MAR01065, MAR01066"
1904,MAM01220c,"9,10-hydroxyoctadec-12(Z)-enoate",C18H33O4,313.45222,-1,c,C14828,,,CE2047,"MAR02463, MAR02459, MAR02461, MAR11970"
1905,MAM01220r,"9,10-hydroxyoctadec-12(Z)-enoate",C18H33O4,313.45222,-1,r,C14828,,,CE2047,"MAR02462, MAR02460, MAR02464"
1906,MAM01221c,"9,11,15-trihydroxyprosta-(5Z,13E)-dien-1-oate",C20H33O5,353.47302,-1,c,,,,CE5924,MAR01363
1907,MAM01222c,"9,11-cycloperoxy-15-hydroperoxy-(5Z,13E)-eicosadienoate",C20H31O6,367.45654,-1,c,,,,CE5533,"MAR01362, MAR01363"
1908,MAM01223c,"9,11-cycloperoxy-5-hydroperoxy-(6E,14Z)-eicosadienoate",C20H31O6,367.45654,-1,c,,,,CE5534,"MAR01359, MAR01360"
1909,MAM01224c,"9,13-cis-retinoate",C20H27O2,299.42718,-1,c,,,,CE5594,MAR06663
1910,MAM01225m,9-carboxy-alpha-chromanol,C24H37O4,389.54818,-1,m,,,,CE5856,"MAR06484, MAR06486"
1911,MAM01226m,9-carboxy-alpha-tocotrienol,C24H33O4,385.51642,-1,m,,,,CE5851,"MAR06433, MAR06434"
1912,MAM01227m,9-carboxy-gamma-chromanol,C23H35O4,375.52160000000003,-1,m,,,,CE5719,"MAR06472, MAR06471"
1913,MAM01228m,9-carboxy-gamma-tocotrienol,C23H31O4,371.48984,-1,m,,,,CE5847,"MAR06448, MAR06450"
1914,MAM01229c,"9-cis-4-oxo-13,14-dihydro-retinoate",C20H27O3,315.42658,-1,c,,,,CE3136,MAR06670
1915,MAM01230c,9-cis-retinal,C20H28O,284.43572,0,c,,retinal_cis_9,,retinal_cis_9,"MAR06644, MAR02993, MAR01690, MAR08702, MAR06653"
1916,MAM01230r,9-cis-retinal,C20H28O,284.43572,0,r,,retinal_cis_9,,retinal_cis_9,"MAR06652, MAR06654, MAR06650"
1917,MAM01231c,9-cis-retinoate,C20H27O2,299.42718,-1,c,,,,CE1617,"MAR06659, MAR11896, MAR06664, MAR06663, MAR06666"
1918,MAM01231r,9-cis-retinoate,C20H27O2,299.42718,-1,r,,,,CE1617,"MAR06652, MAR06667, MAR06665, MAR06660"
1919,MAM01232c,9-cis-retinol,C20H30O,286.4516,0,c,,retinol_9_cis,,retinol_9_cis,"MAR06644, MAR06643, MAR01690, MAR01507, MAR10065, MAR00023"
1920,MAM01233c,9-cis-retinoyl-beta-D-glucuronide,C26H35O8,475.55129999999997,-1,c,,,,CE5756,MAR06666
1921,MAM01233r,9-cis-retinoyl-beta-D-glucuronide,C26H35O8,475.55129999999997,-1,r,,,,CE5756,MAR06667
1922,MAM01234c,9-deoxy-delta12-PGD2,C20H31O4,335.45774,-1,c,,,,CE6240,"MAR01383, MAR01384"
1923,MAM01235c,9-eicosenoic acid,C20H37O2,309.50658,-1,c,,,CHEBI:32419,M01235,"MAR00687, MAR00690, MAR00299, MAR09759, MAR00685, MAR00688, MAR00691, MAR00296, MAR00298, MAR00686, MAR00689, MAR00692, MAR10033, MAR00297"
1924,MAM01235l,9-eicosenoic acid,C20H37O2,309.50658,-1,l,,,CHEBI:32419,M01235,"MAR03562, MAR09759"
1925,MAM01235r,9-eicosenoic acid,C20H37O2,309.50658,-1,r,,,CHEBI:32419,M01235,"MAR10034, MAR05257, MAR03708, MAR02969"
1926,MAM01235e,9-eicosenoic acid,C20H37O2,309.50658,-1,e,,,CHEBI:32419,M01235,"MAR00016, MAR00012, MAR00299, MAR13054, MAR00015, MAR00296"
1927,MAM01236c,9-eicosenoyl-CoA,C41H68N7O17P3S,1056.001603,-4,c,,,,M01236,"MAR00551, MAR02353, MAR00546, MAR00552, MAR00547, MAR00553, MAR10036, MAR00548, MAR02687, MAR00549, MAR00298, MAR00545, MAR00550, MAR00510, MAR02350, MAR00297"
1928,MAM01236m,9-eicosenoyl-CoA,C41H68N7O17P3S,1056.001603,-4,m,,,,M01236,"MAR03411, MAR02689"
1929,MAM01236r,9-eicosenoyl-CoA,C41H68N7O17P3S,1056.001603,-4,r,,,,M01236,"MAR03649, MAR02842, MAR02969"
1930,MAM01237c,9-heptadecenoyl-CoA,C38H62N7O17P3S,1013.921863,-4,c,,,,M01237,"MAR02289, MAR00551, MAR00546, MAR00549, MAR00552, MAR00246, MAR00498, MAR00545, MAR00547, MAR00550, MAR00553, MAR00245, MAR02651, MAR10036, MAR00548"
1931,MAM01237m,9-heptadecenoyl-CoA,C38H62N7O17P3S,1013.921863,-4,m,,,,M01237,"MAR02653, MAR03397"
1932,MAM01237r,9-heptadecenoyl-CoA,C38H62N7O17P3S,1013.921863,-4,r,,,,M01237,"MAR02956, MAR02816, MAR03637"
1933,MAM01238c,9-heptadecylenic acid,C17H31O2,267.42683999999997,-1,c,C16536,,,M01238,"MAR00687, MAR00690, MAR00244, MAR00686, MAR00685, MAR00246, MAR00688, MAR00691, MAR00247, MAR09760, MAR00245, MAR00689, MAR00692, MAR10033"
1934,MAM01238l,9-heptadecylenic acid,C17H31O2,267.42683999999997,-1,l,C16536,,,M01238,"MAR09760, MAR03550"
1935,MAM01238r,9-heptadecylenic acid,C17H31O2,267.42683999999997,-1,r,C16536,,,M01238,"MAR02956, MAR03696, MAR05257, MAR10034"
1936,MAM01238e,9-heptadecylenic acid,C17H31O2,267.42683999999997,-1,e,C16536,,,M01238,"MAR00247, MAR00244, MAR13055, MAR00012, MAR00016, MAR00015"
1937,MAM01239c,9-HETE,C20H31O3,319.45834,-1,c,,,,M01239,"MAR00036, MAR00933"
1938,MAM01240c,9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate,C24H40O10,488.5684,-2,c,,,,CE2303,MAR02461
1939,MAM01240r,9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate,C24H40O10,488.5684,-2,r,,,,CE2303,MAR02462
1940,MAM01241c,9-hydroxybenzo[a]pyrene,C20H12O,268.30868,0,c,C14556,,,M01241,"MAR07000, MAR06997"
1941,MAM01242c,"9-hydroxybenzo[a]pyrene-4,5-oxide",C20H12O2,284.30808,0,c,C14854,,,M01242,"MAR07000, MAR00035"
1942,MAM01243c,9-hydroxyoctadecadienoate,C18H31O3,295.43694,-1,c,,,,CE2539,MAR02438
1943,MAM01244c,9-O-acetylated-GD3,C54H90N3O29RCO,,-2,c,,oagd3_hs,,oagd3_hs,"MAR08224, MAR08230, MAR08229"
1944,MAM01244g,9-O-acetylated-GD3,C54H90N3O29RCO,,-2,g,,oagd3_hs,,oagd3_hs,"MAR08230, MAR08226"
1945,MAM01244e,9-O-acetylated-GD3,C54H90N3O29RCO,,-2,e,,oagd3_hs,,oagd3_hs,"MAR09384, MAR08229"
1946,MAM01245c,9-O-acetylated-GT3,C65H106N4O37RCO,,-3,c,,oagt3_hs,,oagt3_hs,"MAR08231, MAR08232, MAR08227"
1947,MAM01245g,9-O-acetylated-GT3,C65H106N4O37RCO,,-3,g,,oagt3_hs,,oagt3_hs,"MAR08228, MAR08232"
1948,MAM01245e,9-O-acetylated-GT3,C65H106N4O37RCO,,-3,e,,oagt3_hs,,oagt3_hs,"MAR08231, MAR09385"
1949,MAM01246c,"9-peroxy-(5Z,7E,11Z,14Z)-eicosatetraenoate",C20H30O4,334.4498,-1,c,,,,CE5535,"MAR03878, MAR01359, MAR01358"
1950,MAM01247c,A2PE,C47H62NO8PR2,,0,c,,,CHEBI:71980,CE6584,"MAR06692, MAR06693"
1951,MAM01248c,A2PE-H2,C47H64NO8PR2,,0,c,,,,CE6585,"MAR06691, MAR06692"
1952,MAM01249c,acetaldehyde,C2H4O,44.05256,0,c,C00084,acald,CHEBI:15343,acald,"MAR04948, MAR01568, MAR06765, MAR08359, MAR00647, MAR04296, MAR03905, MAR04283, MAR08757, MAR04398, MAR08358, MAR01958, MAR03907, MAR06734, MAR08356, MAR04284"
1953,MAM01249m,acetaldehyde,C2H4O,44.05256,0,m,C00084,acald,CHEBI:15343,acald,"MAR08356, MAR08357"
1954,MAM01249x,acetaldehyde,C2H4O,44.05256,0,x,C00084,acald,CHEBI:15343,acald,"MAR08360, MAR08359"
1955,MAM01249r,acetaldehyde,C2H4O,44.05256,0,r,C00084,acald,CHEBI:15343,acald,"MAR03257, MAR07938, MAR07936, MAR08358"
1956,MAM01249e,acetaldehyde,C2H4O,44.05256,0,e,C00084,acald,CHEBI:15343,acald,"MAR04948, MAR09242"
1957,MAM01250c,acetamidopropanal,C5H9NO2,115.13046,0,c,,,,CE4788,"MAR06961, MAR06958, MAR06963"
